project,timeing,tests,failed,error,skipped,mode
io,91.44,627,0,0,1,ekstaziAEC
io,91.27,1031,0,0,3,baseTime
io,7.15,0,0,0,0,ekstaziAEC
io,90.94,1031,0,0,3,baseTime
io,6.41,0,0,0,0,ekstaziAEC
io,91.0,1031,0,0,3,baseTime
io,6.48,0,0,0,0,ekstaziAEC
io,90.28,1031,0,0,3,baseTime
io,6.74,0,0,0,0,ekstaziAEC
io,90.79,1031,0,0,3,baseTime
io,7.17,0,0,0,0,ekstaziAEC
io,90.19,1031,0,0,3,baseTime
io,7.4,0,0,0,0,ekstaziAEC
io,92.86,1031,0,0,3,baseTime
io,6.65,0,0,0,0,ekstaziAEC
io,89.33,1031,0,0,3,baseTime
io,6.4,0,0,0,0,ekstaziAEC
io,89.31,1031,0,0,3,baseTime
io,7.34,28,0,0,0,ekstaziAEC
jfreechart,12.02,2175,0,0,1,baseTime
jfreechart,10.55,6,0,0,1,ekstaziAEC
jfreechart,15.26,2205,0,0,0,baseTime
jfreechart,14.48,31,0,0,0,ekstaziAEC
jfreechart,15.78,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.88,0,0,0,0,ekstaziAEC
jfreechart,15.49,2205,0,0,0,baseTime
jfreechart,11.75,5,0,0,0,ekstaziAEC
jfreechart,13.93,2205,0,0,0,baseTime
jfreechart-surefireNotFound,10.98,0,0,0,0,ekstaziAEC
jfreechart,15.68,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.13,0,0,0,0,ekstaziAEC
jfreechart,15.81,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.53,0,0,0,0,ekstaziAEC
jfreechart,15.95,2205,0,0,0,baseTime
jfreechart,12.27,18,0,0,0,ekstaziAEC
jfreechart,15.12,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.1,0,0,0,0,ekstaziAEC
jfreechart,16.75,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.45,0,0,0,0,ekstaziAEC
jfreechart,14.92,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.49,0,0,0,0,ekstaziAEC
jfreechart,15.95,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.48,0,0,0,0,ekstaziAEC
jfreechart,15.04,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.18,0,0,0,0,ekstaziAEC
jfreechart,16.02,2205,0,0,0,baseTime
jfreechart-surefireNotFound,12.11,0,0,0,0,ekstaziAEC
jfreechart,16.53,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.39,0,0,0,0,ekstaziAEC
jfreechart,15.7,2205,0,0,0,baseTime
jfreechart-surefireNotFound,12.15,0,0,0,0,ekstaziAEC
jfreechart,20.44,2205,0,0,0,baseTime
jfreechart-surefireNotFound,10.87,0,0,0,0,ekstaziAEC
jfreechart,14.74,2205,0,0,0,baseTime
jfreechart-surefireNotFound,11.16,0,0,0,0,ekstaziAEC
jfreechart,15.76,2205,0,0,0,baseTime
jfreechart,12.3,21,0,0,0,ekstaziAEC
jfreechart,15.83,2205,0,0,0,baseTime
jfreechart,13.11,14,0,0,0,ekstaziAEC
jgit-surefireNotFound,139.26,0,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.ant.test,549.65,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,549.65,43,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,549.65,20,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,549.65,2162,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,112.1,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,112.1,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,112.1,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,112.1,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,126.93,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,126.93,41,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,126.93,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,126.93,1339,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,129.13,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,129.13,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,129.13,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,129.13,2163,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,40.2,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,40.2,62,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,122.04,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,122.04,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,122.04,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,122.04,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,120.73,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,120.73,37,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,120.73,4,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,120.73,1234,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,121.23,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,121.23,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,121.23,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,121.23,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,127.08,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,127.08,37,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,127.08,4,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,127.08,1234,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,123.94,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,123.94,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,123.94,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,123.94,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,115.44,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,115.44,37,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,115.44,3,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,115.44,1611,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,124.84,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,124.84,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,124.84,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,124.84,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,119.59,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,119.59,37,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,119.59,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,119.59,1682,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,116.27,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,116.27,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,116.27,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,116.27,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,114.1,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,114.1,37,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,114.1,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,114.1,1678,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,114.95,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,114.95,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,114.95,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,114.95,2162,0,0,1,baseTime
jgit-surefireNotFound,25.45,0,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,120.1,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,120.1,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,120.1,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,120.1,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,118.61,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,118.61,37,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,118.61,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,118.61,1274,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,118.02,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,118.02,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,118.02,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,118.02,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.test,49.7,111,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,121.49,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,121.49,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,121.49,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,121.49,2163,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,37.77,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,37.77,62,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,117.76,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,117.76,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,117.76,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,117.76,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,117.87,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,117.87,41,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,117.87,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,117.87,1704,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,114.48,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,114.48,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,114.48,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,114.48,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.test,68.66,501,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,123.21,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,123.21,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,123.21,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,123.21,2163,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,121.94,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,121.94,41,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,121.94,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,121.94,1705,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,121.93,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,121.93,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,121.93,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,121.93,2163,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.test,65.47,501,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,120.1,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,120.1,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,120.1,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,120.1,2163,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.test,37.17,43,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,116.52,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,116.52,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,116.52,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,116.52,2162,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,112.6,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,112.6,41,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,112.6,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,112.6,1704,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,118.22,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,118.22,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,118.22,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,118.22,2163,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.ant.test,113.18,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.http.test,113.18,41,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.storage.dht.test,113.18,6,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,113.18,1705,0,0,1,ekstaziAEC
jgit-sub-org.eclipse.jgit.ant.test,122.96,6,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.http.test,122.96,43,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.storage.dht.test,122.96,20,0,0,0,baseTime
jgit-sub-org.eclipse.jgit.test,122.96,2163,0,0,1,baseTime
jgit-sub-org.eclipse.jgit.http.test,101.42,18,0,0,0,ekstaziAEC
jgit-sub-org.eclipse.jgit.test,101.42,606,0,0,0,ekstaziAEC
lang,23.97,2491,1,2,4,baseTime
lang,23.86,2491,1,2,4,ekstaziAEC
lang,21.8,2491,1,2,4,baseTime
lang-surefireNotFound,8.47,0,0,0,0,ekstaziAEC
lang,22.34,2491,1,2,4,baseTime
lang,12.93,217,0,2,0,ekstaziAEC
lang,21.99,2491,1,2,4,baseTime
lang,11.3,505,1,0,0,ekstaziAEC
lang,21.85,2491,1,2,4,baseTime
lang,10.22,505,1,0,0,ekstaziAEC
lang,21.8,2491,1,2,4,baseTime
lang-surefireNotFound,8.65,0,0,0,0,ekstaziAEC
lang,21.92,2491,1,2,4,baseTime
lang-surefireNotFound,8.3,0,0,0,0,ekstaziAEC
lang,22.01,2491,1,2,4,baseTime
lang,8.88,9,0,0,0,ekstaziAEC
lang,21.92,2491,1,2,4,baseTime
lang,15.37,1147,1,0,0,ekstaziAEC
lang,21.93,2491,1,2,4,baseTime
lang,10.41,505,1,0,0,ekstaziAEC
lang,22.14,2491,1,2,4,baseTime
lang,8.68,82,0,0,0,ekstaziAEC
lang,21.56,2492,1,2,4,baseTime
lang,8.96,176,0,0,0,ekstaziAEC
lang,21.82,2493,1,2,4,baseTime
lang,8.73,177,0,0,0,ekstaziAEC
lang,22.81,2493,1,2,4,baseTime
lang-surefireNotFound,8.59,0,0,0,0,ekstaziAEC
lang,22.0,2493,1,2,4,baseTime
lang-surefireNotFound,8.37,0,0,0,0,ekstaziAEC
lang,22.09,2493,1,2,4,baseTime
lang-surefireNotFound,8.59,0,0,0,0,ekstaziAEC
lang,22.15,2493,1,2,4,baseTime
lang,14.09,474,0,2,0,ekstaziAEC
lang,22.44,2493,1,2,4,baseTime
lang,9.87,42,0,0,0,ekstaziAEC
lang,21.65,2493,1,2,4,baseTime
lang,12.58,117,0,2,0,ekstaziAEC
lang,22.03,2493,1,2,4,baseTime
lang,9.58,159,0,0,0,ekstaziAEC
log4j,126.95,238,0,0,0,baseTime
log4j,119.05,238,16,0,0,ekstaziAEC
log4j,111.1,238,0,0,0,baseTime
log4j,9.9,43,0,0,0,ekstaziAEC
log4j,101.23,238,0,0,0,baseTime
log4j,9.87,43,0,0,0,ekstaziAEC
log4j,101.49,238,0,0,0,baseTime
log4j,10.08,43,0,0,0,ekstaziAEC
log4j,100.91,238,0,0,0,baseTime
log4j,10.02,43,0,0,0,ekstaziAEC
log4j,101.51,238,0,0,0,baseTime
log4j,10.23,43,0,0,0,ekstaziAEC
log4j,100.44,238,0,0,0,baseTime
log4j,10.11,43,0,0,0,ekstaziAEC
log4j,100.72,238,0,0,0,baseTime
log4j,10.03,43,0,0,0,ekstaziAEC
log4j,100.63,238,0,0,0,baseTime
log4j,9.67,43,0,0,0,ekstaziAEC
log4j,99.98,238,0,0,0,baseTime
log4j,9.67,43,0,0,0,ekstaziAEC
log4j,101.62,238,0,0,0,baseTime
log4j,10.22,43,0,0,0,ekstaziAEC
log4j,100.48,238,0,0,0,baseTime
log4j,10.08,43,0,0,0,ekstaziAEC
log4j,98.76,238,0,0,0,baseTime
log4j,9.82,43,0,0,0,ekstaziAEC
log4j,100.11,238,0,0,0,baseTime
log4j,10.03,43,0,0,0,ekstaziAEC
log4j,97.59,238,0,0,0,baseTime
log4j,10.85,43,0,0,0,ekstaziAEC
log4j,94.45,238,0,0,0,baseTime
log4j,10.7,43,0,0,0,ekstaziAEC
log4j,99.35,238,0,0,0,baseTime
log4j,11.27,43,0,0,0,ekstaziAEC
log4j,98.79,238,0,0,0,baseTime
log4j,11.17,43,0,0,0,ekstaziAEC
log4j,98.44,238,0,0,0,baseTime
log4j,12.9,43,0,0,0,ekstaziAEC
log4j,79.19,238,0,0,0,baseTime
log4j,11.05,43,0,0,0,ekstaziAEC
net,67.47,201,0,0,19,baseTime
net,65.24,201,0,0,19,ekstaziAEC
net-surefireNotFound,1.31,0,0,0,0,baseTime
net-surefireNotFound,1.35,0,0,0,0,ekstaziAEC
net,65.46,215,0,0,19,baseTime
net,7.07,17,0,0,0,ekstaziAEC
net,64.68,215,0,0,19,baseTime
net-surefireNotFound,5.89,0,0,0,0,ekstaziAEC
net,64.99,215,0,0,19,baseTime
net-surefireNotFound,6.27,0,0,0,0,ekstaziAEC
net,65.55,215,0,0,19,baseTime
net-surefireNotFound,6.02,0,0,0,0,ekstaziAEC
net,64.67,215,0,0,19,baseTime
net-surefireNotFound,6.26,0,0,0,0,ekstaziAEC
net,64.89,215,0,0,19,baseTime
net-surefireNotFound,6.56,0,0,0,0,ekstaziAEC
net,65.22,215,0,0,19,baseTime
net-surefireNotFound,6.37,0,0,0,0,ekstaziAEC
net,65.56,215,0,0,19,baseTime
net-surefireNotFound,6.37,0,0,0,0,ekstaziAEC
net,64.3,215,0,0,19,baseTime
net,7.07,70,0,0,0,ekstaziAEC
net,65.31,215,0,0,19,baseTime
net,7.5,70,0,0,0,ekstaziAEC
net,64.43,216,0,0,19,baseTime
net,7.08,14,0,0,0,ekstaziAEC
net,66.79,217,0,0,19,baseTime
net,6.38,1,0,0,0,ekstaziAEC
net,65.62,216,0,0,19,baseTime
net,6.26,11,0,0,0,ekstaziAEC
net,65.97,216,0,0,19,baseTime
net-surefireNotFound,5.81,0,0,0,0,ekstaziAEC
net,65.43,216,0,0,19,baseTime
net-surefireNotFound,5.7,0,0,0,0,ekstaziAEC
net,66.0,216,0,0,19,baseTime
net-surefireNotFound,5.74,0,0,0,0,ekstaziAEC
net,65.59,216,0,0,19,baseTime
net-surefireNotFound,6.83,0,0,0,0,ekstaziAEC
net,66.22,216,0,0,19,baseTime
net,7.73,2,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,126.88,7,0,0,0,baseTime
pdfbox-sub-jempbox,126.88,11,0,0,0,baseTime
pdfbox-sub-xmpbox,126.88,593,0,0,0,baseTime
pdfbox-sub-fontbox,8.33,7,0,0,0,ekstaziAEC
pdfbox-sub-jempbox,8.33,11,0,0,0,ekstaziAEC
pdfbox-sub-xmpbox,8.33,593,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,6.89,7,0,0,0,baseTime
pdfbox-sub-jempbox,6.89,11,0,0,0,baseTime
pdfbox-sub-xmpbox,6.89,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.16,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.81,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.81,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.81,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.71,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.23,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.23,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.23,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.54,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.47,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.47,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.47,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.71,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.15,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.15,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.15,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.38,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,6.84,7,0,0,0,baseTime
pdfbox-sub-jempbox,6.84,11,0,0,0,baseTime
pdfbox-sub-xmpbox,6.84,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.95,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.12,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.12,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.12,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.19,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,6.66,7,0,0,0,baseTime
pdfbox-sub-jempbox,6.66,11,0,0,0,baseTime
pdfbox-sub-xmpbox,6.66,593,0,0,0,baseTime
pdfbox-surefireNotFound,5.97,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.16,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.16,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.16,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.19,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.13,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.13,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.13,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.1,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,6.55,7,0,0,0,baseTime
pdfbox-sub-jempbox,6.55,11,0,0,0,baseTime
pdfbox-sub-xmpbox,6.55,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.35,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.66,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.66,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.66,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.65,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.49,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.49,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.49,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.52,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,7.28,7,0,0,0,baseTime
pdfbox-sub-jempbox,7.28,11,0,0,0,baseTime
pdfbox-sub-xmpbox,7.28,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.46,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,6.91,7,0,0,0,baseTime
pdfbox-sub-jempbox,6.91,11,0,0,0,baseTime
pdfbox-sub-xmpbox,6.91,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.24,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,6.41,7,0,0,0,baseTime
pdfbox-sub-jempbox,6.41,11,0,0,0,baseTime
pdfbox-sub-xmpbox,6.41,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.24,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,6.47,7,0,0,0,baseTime
pdfbox-sub-jempbox,6.47,11,0,0,0,baseTime
pdfbox-sub-xmpbox,6.47,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.9,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,6.64,7,0,0,0,baseTime
pdfbox-sub-jempbox,6.64,11,0,0,0,baseTime
pdfbox-sub-xmpbox,6.64,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.32,0,0,0,0,ekstaziAEC
pdfbox-sub-fontbox,8.13,7,0,0,0,baseTime
pdfbox-sub-jempbox,8.13,11,0,0,0,baseTime
pdfbox-sub-xmpbox,8.13,593,0,0,0,baseTime
pdfbox-surefireNotFound,6.99,0,0,0,0,ekstaziAEC
validator,20.43,415,0,0,0,baseTime
validator,9.36,415,0,0,0,ekstaziAEC
validator,7.92,415,0,0,0,baseTime
validator,6.61,7,0,0,0,ekstaziAEC
validator,7.08,415,0,0,0,baseTime
validator,6.34,7,0,0,0,ekstaziAEC
validator,6.78,416,0,0,0,baseTime
validator,6.06,8,0,0,0,ekstaziAEC
validator,6.9,416,0,0,0,baseTime
validator-surefireNotFound,5.82,0,0,0,0,ekstaziAEC
validator,6.61,416,0,0,0,baseTime
validator-surefireNotFound,5.6,0,0,0,0,ekstaziAEC
validator,7.09,416,0,0,0,baseTime
validator-surefireNotFound,5.78,0,0,0,0,ekstaziAEC
validator,14.03,416,0,0,0,baseTime
validator-surefireNotFound,5.81,0,0,0,0,ekstaziAEC
validator,7.06,416,0,0,0,baseTime
validator-surefireNotFound,5.49,0,0,0,0,ekstaziAEC
validator,9.4,416,0,0,0,baseTime
validator-surefireNotFound,5.61,0,0,0,0,ekstaziAEC
validator,6.5,416,0,0,0,baseTime
validator,6.19,37,0,0,0,ekstaziAEC
validator,9.27,416,0,0,0,baseTime
validator-surefireNotFound,5.48,0,0,0,0,ekstaziAEC
validator,6.66,416,0,0,0,baseTime
validator-surefireNotFound,5.66,0,0,0,0,ekstaziAEC
validator,6.59,416,0,0,0,baseTime
validator-surefireNotFound,5.4,0,0,0,0,ekstaziAEC
validator,6.63,416,0,0,0,baseTime
validator-surefireNotFound,5.55,0,0,0,0,ekstaziAEC
validator,7.42,416,0,0,0,baseTime
validator-surefireNotFound,7.21,0,0,0,0,ekstaziAEC
validator,7.69,416,0,0,0,baseTime
validator-surefireNotFound,6.22,0,0,0,0,ekstaziAEC
validator,7.24,417,0,0,0,baseTime
validator,6.71,24,0,0,0,ekstaziAEC
validator,7.44,417,0,0,0,baseTime
validator,7.02,38,0,0,0,ekstaziAEC
validator,12.52,417,0,0,0,baseTime
validator-surefireNotFound,6.25,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,59.96,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,59.96,16,0,0,0,baseTime
retrofit-sub-retrofit,13.12,147,0,0,0,ekstaziAEC
retrofit-sub-retrofit-mock,13.12,16,0,0,0,ekstaziAEC
retrofit-sub-retrofit,8.03,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,8.03,16,0,0,0,baseTime
retrofit-surefireNotFound,6.93,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.72,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.72,16,0,0,0,baseTime
retrofit-surefireNotFound,6.57,0,0,0,0,ekstaziAEC
