project,timeing,tests,failed,error,skipped,mode
retrofit-sub-retrofit,7.79,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.79,16,0,0,0,baseTime
retrofit-surefireNotFound,6.53,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.79,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.79,16,0,0,0,baseTime
retrofit-sub-retrofit,9.47,65,0,0,0,ekstaziAEC
retrofit-sub-retrofit-mock,9.47,16,0,0,0,ekstaziAEC
retrofit-sub-retrofit,8.01,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,8.01,16,0,0,0,baseTime
retrofit-sub-retrofit,9.74,65,0,0,0,ekstaziAEC
retrofit-sub-retrofit-mock,9.74,16,0,0,0,ekstaziAEC
retrofit-sub-retrofit,8.18,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,8.18,16,0,0,0,baseTime
retrofit-sub-retrofit,9.17,65,0,0,0,ekstaziAEC
retrofit-sub-retrofit-mock,9.17,16,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.7,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.7,16,0,0,0,baseTime
retrofit-sub-retrofit,9.74,42,0,0,0,ekstaziAEC
retrofit-sub-retrofit-mock,9.74,16,0,0,0,ekstaziAEC
retrofit-sub-retrofit,8.0,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,8.0,16,0,0,0,baseTime
retrofit-sub-retrofit,10.12,42,0,0,0,ekstaziAEC
retrofit-sub-retrofit-mock,10.12,16,0,0,0,ekstaziAEC
retrofit-sub-retrofit,8.08,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,8.08,16,0,0,0,baseTime
retrofit-surefireNotFound,6.65,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.89,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.89,16,0,0,0,baseTime
retrofit-surefireNotFound,6.69,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.85,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.85,16,0,0,0,baseTime
retrofit-surefireNotFound,6.69,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.96,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.96,16,0,0,0,baseTime
retrofit-sub-retrofit,9.46,27,0,0,0,ekstaziAEC
retrofit-sub-retrofit-mock,9.46,16,0,0,0,ekstaziAEC
retrofit-sub-retrofit,8.06,147,0,0,0,baseTime
retrofit-sub-retrofit-mock,8.06,16,0,0,0,baseTime
retrofit-surefireNotFound,6.58,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.76,148,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.76,16,0,0,0,baseTime
retrofit-sub-retrofit,9.56,28,0,0,0,ekstaziAEC
retrofit-sub-retrofit-mock,9.56,16,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.99,148,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.99,16,0,0,0,baseTime
retrofit-sub-retrofit,7.38,26,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.98,148,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.98,16,0,0,0,baseTime
retrofit-surefireNotFound,6.55,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.65,148,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.65,16,0,0,0,baseTime
retrofit-surefireNotFound,6.8,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.98,148,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.98,16,0,0,0,baseTime
retrofit-surefireNotFound,6.84,0,0,0,0,ekstaziAEC
retrofit-sub-retrofit,7.77,148,0,0,0,baseTime
retrofit-sub-retrofit-mock,7.77,16,0,0,0,baseTime
retrofit-surefireNotFound,6.45,0,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,27.67,298,2,4,4,baseTime
cucumber-jvm-sub-core,10.22,298,2,4,4,ekstaziAEC
cucumber-jvm-sub-core,7.89,298,2,4,4,baseTime
cucumber-jvm-sub-clojure,351.74,17,0,0,2,ekstaziAEC
cucumber-jvm-sub-groovy,351.74,31,0,0,0,ekstaziAEC
cucumber-jvm-sub-guice,351.74,12,0,0,0,ekstaziAEC
cucumber-jvm-sub-ioke,351.74,4,0,0,0,ekstaziAEC
cucumber-jvm-sub-java,351.74,41,0,0,1,ekstaziAEC
cucumber-jvm-sub-jruby,351.74,39,0,0,0,ekstaziAEC
cucumber-jvm-sub-junit,351.74,36,0,0,15,ekstaziAEC
cucumber-jvm-sub-jython,351.74,12,0,0,0,ekstaziAEC
cucumber-jvm-sub-openejb,351.74,4,0,0,0,ekstaziAEC
cucumber-jvm-sub-picocontainer,351.74,66,0,0,13,ekstaziAEC
cucumber-jvm-sub-rhino,351.74,18,0,0,0,ekstaziAEC
cucumber-jvm-sub-scala,351.74,58,0,0,0,ekstaziAEC
cucumber-jvm-sub-spring,351.74,33,0,0,0,ekstaziAEC
cucumber-jvm-sub-weld,351.74,4,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,7.94,298,2,4,4,baseTime
cucumber-jvm-sub-clojure,57.87,15,0,0,2,ekstaziAEC
cucumber-jvm-sub-core,8.03,298,2,4,4,baseTime
cucumber-jvm-sub-clojure,58.26,15,0,0,2,ekstaziAEC
cucumber-jvm-sub-core,8.11,298,2,4,4,baseTime
cucumber-jvm-sub-clojure,92.59,15,0,0,2,ekstaziAEC
cucumber-jvm-sub-groovy,92.59,18,0,0,0,ekstaziAEC
cucumber-jvm-sub-guice,92.59,6,0,0,0,ekstaziAEC
cucumber-jvm-sub-ioke,92.59,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-java,92.59,12,0,0,0,ekstaziAEC
cucumber-jvm-sub-jruby,92.59,38,0,0,0,ekstaziAEC
cucumber-jvm-sub-junit,92.59,34,0,0,15,ekstaziAEC
cucumber-jvm-sub-jython,92.59,9,0,0,0,ekstaziAEC
cucumber-jvm-sub-openejb,92.59,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-picocontainer,92.59,62,0,0,13,ekstaziAEC
cucumber-jvm-sub-rhino,92.59,15,0,0,0,ekstaziAEC
cucumber-jvm-sub-scala,92.59,50,0,0,0,ekstaziAEC
cucumber-jvm-sub-spring,92.59,22,0,0,0,ekstaziAEC
cucumber-jvm-sub-weld,92.59,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,8.11,302,2,4,4,baseTime
cucumber-jvm-sub-core,7.3,51,1,4,0,ekstaziAEC
cucumber-jvm-sub-core,9.21,306,2,4,4,baseTime
cucumber-jvm-sub-core,8.24,120,1,4,1,ekstaziAEC
cucumber-jvm-sub-core,8.07,306,2,4,4,baseTime
cucumber-jvm-sub-core,7.36,55,1,4,0,ekstaziAEC
cucumber-jvm-sub-core,8.24,307,2,4,4,baseTime
cucumber-jvm-sub-core,7.62,56,1,4,0,ekstaziAEC
cucumber-jvm-sub-core,7.85,307,2,4,4,baseTime
cucumber-jvm-sub-clojure,89.59,17,0,0,2,ekstaziAEC
cucumber-jvm-sub-groovy,89.59,28,0,0,0,ekstaziAEC
cucumber-jvm-sub-guice,89.59,6,0,0,0,ekstaziAEC
cucumber-jvm-sub-ioke,89.59,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-java,89.59,30,0,0,1,ekstaziAEC
cucumber-jvm-sub-jruby,89.59,38,0,0,0,ekstaziAEC
cucumber-jvm-sub-jython,89.59,12,0,0,0,ekstaziAEC
cucumber-jvm-sub-openejb,89.59,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-picocontainer,89.59,62,0,0,13,ekstaziAEC
cucumber-jvm-sub-rhino,89.59,15,0,0,0,ekstaziAEC
cucumber-jvm-sub-scala,89.59,50,0,0,0,ekstaziAEC
cucumber-jvm-sub-spring,89.59,22,0,0,0,ekstaziAEC
cucumber-jvm-sub-weld,89.59,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,7.22,298,2,4,4,baseTime
cucumber-jvm-sub-core,7.44,112,1,4,1,ekstaziAEC
cucumber-jvm-sub-core,7.41,298,2,4,4,baseTime
cucumber-jvm-sub-clojure,89.18,17,0,0,2,ekstaziAEC
cucumber-jvm-sub-groovy,89.18,28,0,0,0,ekstaziAEC
cucumber-jvm-sub-guice,89.18,6,0,0,0,ekstaziAEC
cucumber-jvm-sub-ioke,89.18,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-java,89.18,30,0,0,1,ekstaziAEC
cucumber-jvm-sub-jruby,89.18,38,0,0,0,ekstaziAEC
cucumber-jvm-sub-jython,89.18,12,0,0,0,ekstaziAEC
cucumber-jvm-sub-openejb,89.18,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-picocontainer,89.18,62,0,0,13,ekstaziAEC
cucumber-jvm-sub-rhino,89.18,15,0,0,0,ekstaziAEC
cucumber-jvm-sub-scala,89.18,50,0,0,0,ekstaziAEC
cucumber-jvm-sub-spring,89.18,22,0,0,0,ekstaziAEC
cucumber-jvm-sub-weld,89.18,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,7.82,298,2,4,4,baseTime
cucumber-jvm-sub-core,7.37,46,1,0,1,ekstaziAEC
cucumber-jvm-sub-core,7.54,299,2,4,4,baseTime
cucumber-jvm-sub-clojure,86.69,15,0,0,2,ekstaziAEC
cucumber-jvm-sub-core,86.69,4,0,0,0,ekstaziAEC
cucumber-jvm-sub-groovy,86.69,18,0,0,0,ekstaziAEC
cucumber-jvm-sub-guice,86.69,6,0,0,0,ekstaziAEC
cucumber-jvm-sub-ioke,86.69,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-java,86.69,18,0,0,0,ekstaziAEC
cucumber-jvm-sub-jruby,86.69,38,0,0,0,ekstaziAEC
cucumber-jvm-sub-junit,86.69,19,0,0,15,ekstaziAEC
cucumber-jvm-sub-jython,86.69,9,0,0,0,ekstaziAEC
cucumber-jvm-sub-openejb,86.69,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-picocontainer,86.69,62,0,0,13,ekstaziAEC
cucumber-jvm-sub-rhino,86.69,17,0,0,0,ekstaziAEC
cucumber-jvm-sub-scala,86.69,50,0,0,0,ekstaziAEC
cucumber-jvm-sub-spring,86.69,22,0,0,0,ekstaziAEC
cucumber-jvm-sub-weld,86.69,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,8.74,299,2,4,4,baseTime
cucumber-jvm-sub-clojure,55.84,15,0,0,2,ekstaziAEC
cucumber-jvm-sub-core,55.84,4,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,14.45,299,3,4,4,baseTime
cucumber-jvm-sub-clojure,97.85,15,0,0,2,ekstaziAEC
cucumber-jvm-sub-core,97.85,49,0,0,1,ekstaziAEC
cucumber-jvm-sub-groovy,97.85,18,0,0,0,ekstaziAEC
cucumber-jvm-sub-guice,97.85,6,0,0,0,ekstaziAEC
cucumber-jvm-sub-ioke,97.85,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-java,97.85,15,0,0,0,ekstaziAEC
cucumber-jvm-sub-jruby,97.85,38,0,0,0,ekstaziAEC
cucumber-jvm-sub-junit,97.85,25,0,0,15,ekstaziAEC
cucumber-jvm-sub-jython,97.85,9,0,0,0,ekstaziAEC
cucumber-jvm-sub-openejb,97.85,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-picocontainer,97.85,62,0,0,13,ekstaziAEC
cucumber-jvm-sub-rhino,97.85,15,0,0,0,ekstaziAEC
cucumber-jvm-sub-scala,97.85,50,0,0,0,ekstaziAEC
cucumber-jvm-sub-spring,97.85,22,0,0,0,ekstaziAEC
cucumber-jvm-sub-weld,97.85,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,7.79,299,2,4,4,baseTime
cucumber-jvm-sub-clojure,59.94,15,0,0,2,ekstaziAEC
cucumber-jvm-sub-core,8.04,308,2,4,4,baseTime
cucumber-jvm-sub-core,8.11,121,1,4,1,ekstaziAEC
cucumber-jvm-sub-core,8.22,308,2,4,4,baseTime
cucumber-jvm-sub-clojure,87.13,17,0,0,2,ekstaziAEC
cucumber-jvm-sub-core,87.13,4,0,0,0,ekstaziAEC
cucumber-jvm-sub-groovy,87.13,28,0,0,0,ekstaziAEC
cucumber-jvm-sub-guice,87.13,6,0,0,0,ekstaziAEC
cucumber-jvm-sub-ioke,87.13,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-java,87.13,30,0,0,1,ekstaziAEC
cucumber-jvm-sub-jruby,87.13,38,0,0,0,ekstaziAEC
cucumber-jvm-sub-jython,87.13,12,0,0,0,ekstaziAEC
cucumber-jvm-sub-openejb,87.13,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-picocontainer,87.13,62,0,0,13,ekstaziAEC
cucumber-jvm-sub-rhino,87.13,15,0,0,0,ekstaziAEC
cucumber-jvm-sub-scala,87.13,50,0,0,0,ekstaziAEC
cucumber-jvm-sub-spring,87.13,22,0,0,0,ekstaziAEC
cucumber-jvm-sub-weld,87.13,3,0,0,0,ekstaziAEC
cucumber-jvm-sub-core,7.74,308,2,4,4,baseTime
cucumber-jvm-sub-core,7.62,49,1,0,0,ekstaziAEC
joda-time,21.68,4043,22,0,0,baseTime
joda-time,14.67,4043,22,0,0,ekstaziAEC
joda-time,13.37,4043,21,0,0,baseTime
joda-time,15.47,1977,13,0,0,ekstaziAEC
joda-time,13.69,4043,21,0,0,baseTime
joda-time,13.84,775,0,0,0,ekstaziAEC
joda-time,12.68,4043,21,0,0,baseTime
joda-time,11.93,2,0,0,0,ekstaziAEC
joda-time,13.25,4043,21,0,0,baseTime
joda-time,12.32,307,12,0,0,ekstaziAEC
joda-time,13.45,4043,21,0,0,baseTime
joda-time,12.28,240,12,0,0,ekstaziAEC
joda-time,13.73,4043,21,0,0,baseTime
joda-time,17.14,1232,9,0,0,ekstaziAEC
joda-time,14.17,4043,21,0,0,baseTime
joda-time,14.6,1232,9,0,0,ekstaziAEC
joda-time,13.4,4043,21,0,0,baseTime
joda-time,12.05,2,0,0,0,ekstaziAEC
joda-time,13.57,4045,21,0,0,baseTime
joda-time,15.77,3261,21,0,0,ekstaziAEC
joda-time,13.51,4045,21,0,0,baseTime
joda-time,15.2,1232,9,0,0,ekstaziAEC
joda-time,12.87,4045,21,0,0,baseTime
joda-time,12.0,2,0,0,0,ekstaziAEC
joda-time,13.58,4057,21,0,0,baseTime
joda-time,16.31,1650,0,0,0,ekstaziAEC
joda-time,13.34,4057,21,0,0,baseTime
joda-time,11.63,240,12,0,0,ekstaziAEC
joda-time,13.29,4057,21,0,0,baseTime
joda-time,12.3,240,12,0,0,ekstaziAEC
joda-time,13.4,4057,21,0,0,baseTime
joda-time,13.97,2,0,0,0,ekstaziAEC
joda-time,12.94,4057,21,0,0,baseTime
joda-time,12.9,3104,21,0,0,ekstaziAEC
joda-time,12.78,4066,21,0,0,baseTime
joda-time,13.39,3113,21,0,0,ekstaziAEC
joda-time,12.28,4066,21,0,0,baseTime
joda-time,13.12,3113,21,0,0,ekstaziAEC
joda-time,12.52,4067,21,0,0,baseTime
joda-time,12.83,2680,21,0,0,ekstaziAEC
bval-sub-bval-core,52.82,2,0,0,0,baseTime
bval-sub-bval-xstream,52.82,18,0,0,0,baseTime
bval-sub-bval-core,9.5,2,0,0,0,ekstaziAEC
bval-sub-bval-xstream,9.5,18,0,0,0,ekstaziAEC
bval-sub-bval-core,8.26,2,0,0,0,baseTime
bval-sub-bval-xstream,8.26,18,0,0,0,baseTime
bval-surefireNotFound,8.83,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.7,2,0,0,0,baseTime
bval-sub-bval-xstream,8.7,18,0,0,0,baseTime
bval-surefireNotFound,9.06,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.46,2,0,0,0,baseTime
bval-sub-bval-xstream,8.46,18,0,0,0,baseTime
bval-surefireNotFound,10.05,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.43,2,0,0,0,baseTime
bval-sub-bval-xstream,8.43,18,0,0,0,baseTime
bval-surefireNotFound,9.65,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.5,2,0,0,0,baseTime
bval-sub-bval-xstream,8.5,18,0,0,0,baseTime
bval-surefireNotFound,8.79,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.22,2,0,0,0,baseTime
bval-sub-bval-xstream,8.22,18,0,0,0,baseTime
bval-surefireNotFound,9.35,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.39,2,0,0,0,baseTime
bval-sub-bval-xstream,8.39,18,0,0,0,baseTime
bval-surefireNotFound,9.6,0,0,0,0,ekstaziAEC
bval-sub-bval-core,9.04,2,0,0,0,baseTime
bval-sub-bval-xstream,9.04,18,0,0,0,baseTime
bval-surefireNotFound,9.08,0,0,0,0,ekstaziAEC
bval-sub-bval-core,7.94,2,0,0,0,baseTime
bval-sub-bval-xstream,7.94,18,0,0,0,baseTime
bval-surefireNotFound,9.53,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.44,2,0,0,0,baseTime
bval-sub-bval-xstream,8.44,18,0,0,0,baseTime
bval-surefireNotFound,8.73,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.24,2,0,0,0,baseTime
bval-sub-bval-xstream,8.24,18,0,0,0,baseTime
bval-surefireNotFound,8.35,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.52,2,0,0,0,baseTime
bval-sub-bval-xstream,8.52,18,0,0,0,baseTime
bval-surefireNotFound,8.94,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.66,2,0,0,0,baseTime
bval-sub-bval-xstream,8.66,18,0,0,0,baseTime
bval-surefireNotFound,9.32,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.6,2,0,0,0,baseTime
bval-sub-bval-xstream,8.6,18,0,0,0,baseTime
bval-surefireNotFound,9.65,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.66,2,0,0,0,baseTime
bval-sub-bval-xstream,8.66,18,0,0,0,baseTime
bval-surefireNotFound,8.67,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.33,2,0,0,0,baseTime
bval-sub-bval-xstream,8.33,18,0,0,0,baseTime
bval-surefireNotFound,9.31,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.95,2,0,0,0,baseTime
bval-sub-bval-xstream,8.95,18,0,0,0,baseTime
bval-surefireNotFound,8.6,0,0,0,0,ekstaziAEC
bval-sub-bval-core,8.38,2,0,0,0,baseTime
bval-sub-bval-xstream,8.38,18,0,0,0,baseTime
bval-surefireNotFound,9.33,0,0,0,0,ekstaziAEC
bval-sub-bval-core,7.88,2,0,0,0,baseTime
bval-sub-bval-xstream,7.88,18,0,0,0,baseTime
bval-surefireNotFound,10.2,0,0,0,0,ekstaziAEC
closure-compiler,38.8,8860,0,1,0,baseTime
closure-compiler,49.68,8860,0,1,0,ekstaziAEC
closure-compiler,33.93,8860,0,1,0,baseTime
closure-compiler,61.78,8243,0,1,0,ekstaziAEC
closure-compiler,36.7,8864,0,1,0,baseTime
closure-compiler,30.19,584,0,1,0,ekstaziAEC
closure-compiler,36.99,8864,0,1,0,baseTime
closure-compiler-surefireNotFound,26.32,0,0,0,0,ekstaziAEC
closure-compiler,40.65,8864,0,1,0,baseTime
closure-compiler-surefireNotFound,23.09,0,0,0,0,ekstaziAEC
closure-compiler,35.44,8864,0,1,0,baseTime
closure-compiler,39.69,4448,0,1,0,ekstaziAEC
closure-compiler,31.38,8864,0,1,0,baseTime
closure-compiler-surefireNotFound,20.39,0,0,0,0,ekstaziAEC
closure-compiler,36.69,8864,0,1,0,baseTime
closure-compiler,27.96,711,0,1,0,ekstaziAEC
closure-compiler,37.24,8865,0,1,0,baseTime
closure-compiler,27.54,44,0,0,0,ekstaziAEC
closure-compiler,37.02,8865,0,1,0,baseTime
closure-compiler-surefireNotFound,25.22,0,0,0,0,ekstaziAEC
closure-compiler,37.71,8865,0,1,0,baseTime
closure-compiler,25.5,49,0,0,0,ekstaziAEC
closure-compiler,36.21,8866,0,1,0,baseTime
closure-compiler,52.95,8249,0,1,0,ekstaziAEC
closure-compiler,36.58,8866,0,1,0,baseTime
closure-compiler-surefireNotFound,24.45,0,0,0,0,ekstaziAEC
closure-compiler,35.08,8866,0,1,0,baseTime
closure-compiler-surefireNotFound,20.86,0,0,0,0,ekstaziAEC
closure-compiler,33.36,8866,0,1,0,baseTime
closure-compiler-surefireNotFound,21.24,0,0,0,0,ekstaziAEC
closure-compiler,33.67,8866,0,1,0,baseTime
closure-compiler,22.06,62,0,0,0,ekstaziAEC
closure-compiler,31.02,8866,0,1,0,baseTime
closure-compiler-surefireNotFound,20.12,0,0,0,0,ekstaziAEC
closure-compiler,31.68,8866,0,1,0,baseTime
closure-compiler-surefireNotFound,21.23,0,0,0,0,ekstaziAEC
closure-compiler,32.67,8866,0,1,0,baseTime
closure-compiler,40.35,6656,0,1,0,ekstaziAEC
closure-compiler,35.74,8867,0,1,0,baseTime
closure-compiler,22.73,45,0,0,0,ekstaziAEC
jenkins-sub-cli,44.49,3,0,2,0,baseTime
jenkins-sub-cli,9.37,3,0,2,0,ekstaziAEC
jenkins-sub-cli,8.2,3,0,2,0,baseTime
jenkins-sub-core,169.16,3351,0,52,2,ekstaziAEC
jenkins-sub-cli,8.53,3,0,2,0,baseTime
jenkins-sub-core,39.82,2,0,2,0,ekstaziAEC
jenkins-sub-cli,14.54,3,0,2,0,baseTime
jenkins-sub-core,253.63,5,0,0,0,ekstaziAEC
jenkins-sub-cli,6.99,3,0,2,0,baseTime
jenkins-sub-core,35.69,34,0,1,0,ekstaziAEC
jenkins-sub-cli,6.9,3,0,2,0,baseTime
jenkins-surefireNotFound,29.1,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.85,3,0,2,0,baseTime
jenkins-surefireNotFound,28.46,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.72,3,0,2,0,baseTime
jenkins-surefireNotFound,28.49,0,0,0,0,ekstaziAEC
jenkins-sub-cli,8.73,3,0,2,0,baseTime
jenkins-sub-core,32.16,61,0,2,0,ekstaziAEC
jenkins-sub-cli,6.84,3,0,2,0,baseTime
jenkins-sub-core,33.46,61,0,2,0,ekstaziAEC
jenkins-sub-cli,6.7,3,0,2,0,baseTime
jenkins-surefireNotFound,29.79,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.74,3,0,2,0,baseTime
jenkins-surefireNotFound,27.79,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.66,3,0,2,0,baseTime
jenkins-surefireNotFound,28.71,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.55,3,0,2,0,baseTime
jenkins-sub-core,29.88,10,0,0,0,ekstaziAEC
jenkins-sub-cli,6.54,3,0,2,0,baseTime
jenkins-surefireNotFound,27.7,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.76,3,0,2,0,baseTime
jenkins-surefireNotFound,29.12,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.82,3,0,2,0,baseTime
jenkins-surefireNotFound,28.93,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.52,3,0,2,0,baseTime
jenkins-surefireNotFound,28.22,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.51,3,0,2,0,baseTime
jenkins-surefireNotFound,28.42,0,0,0,0,ekstaziAEC
jenkins-sub-cli,6.73,3,0,2,0,baseTime
jenkins-surefireNotFound,28.28,0,0,0,0,ekstaziAEC
math-surefireNotFound,47.54,0,0,0,0,baseTime
math-surefireNotFound,13.37,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.39,0,0,0,0,baseTime
math-surefireNotFound,12.2,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.57,0,0,0,0,baseTime
math-surefireNotFound,12.79,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.16,0,0,0,0,baseTime
math-surefireNotFound,12.62,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.03,0,0,0,0,baseTime
math-surefireNotFound,15.04,0,0,0,0,ekstaziAEC
math-surefireNotFound,14.34,0,0,0,0,baseTime
math-surefireNotFound,14.12,0,0,0,0,ekstaziAEC
math-surefireNotFound,13.53,0,0,0,0,baseTime
math-surefireNotFound,13.44,0,0,0,0,ekstaziAEC
math-surefireNotFound,14.92,0,0,0,0,baseTime
math-surefireNotFound,13.57,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.79,0,0,0,0,baseTime
math-surefireNotFound,14.11,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.29,0,0,0,0,baseTime
math-surefireNotFound,13.25,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.97,0,0,0,0,baseTime
math-surefireNotFound,13.3,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.63,0,0,0,0,baseTime
math-surefireNotFound,12.73,0,0,0,0,ekstaziAEC
math-surefireNotFound,14.3,0,0,0,0,baseTime
math-surefireNotFound,13.25,0,0,0,0,ekstaziAEC
math-surefireNotFound,12.91,0,0,0,0,baseTime
math-surefireNotFound,14.66,0,0,0,0,ekstaziAEC
math-surefireNotFound,14.3,0,0,0,0,baseTime
math-surefireNotFound,16.38,0,0,0,0,ekstaziAEC
math-surefireNotFound,15.28,0,0,0,0,baseTime
math-surefireNotFound,14.32,0,0,0,0,ekstaziAEC
math-surefireNotFound,16.13,0,0,0,0,baseTime
math-surefireNotFound,14.46,0,0,0,0,ekstaziAEC
math-surefireNotFound,13.67,0,0,0,0,baseTime
math-surefireNotFound,15.03,0,0,0,0,ekstaziAEC
math-surefireNotFound,13.91,0,0,0,0,baseTime
math-surefireNotFound,14.12,0,0,0,0,ekstaziAEC
math-surefireNotFound,13.34,0,0,0,0,baseTime
math-surefireNotFound,14.92,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,55.76,0,0,0,0,baseTime
continuum-surefireNotFound,5.89,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.6,0,0,0,0,baseTime
continuum-surefireNotFound,6.38,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.67,0,0,0,0,baseTime
continuum-surefireNotFound,6.34,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.3,0,0,0,0,baseTime
continuum-surefireNotFound,5.57,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.15,0,0,0,0,baseTime
continuum-surefireNotFound,5.77,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.19,0,0,0,0,baseTime
continuum-surefireNotFound,5.91,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.55,0,0,0,0,baseTime
continuum-surefireNotFound,5.85,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.31,0,0,0,0,baseTime
continuum-surefireNotFound,5.79,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.33,0,0,0,0,baseTime
continuum-surefireNotFound,5.75,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.82,0,0,0,0,baseTime
continuum-surefireNotFound,5.9,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.14,0,0,0,0,baseTime
continuum-surefireNotFound,6.07,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.13,0,0,0,0,baseTime
continuum-surefireNotFound,5.74,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.74,0,0,0,0,baseTime
continuum-surefireNotFound,5.83,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.66,0,0,0,0,baseTime
continuum-surefireNotFound,5.84,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.55,0,0,0,0,baseTime
continuum-surefireNotFound,5.69,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.59,0,0,0,0,baseTime
continuum-surefireNotFound,5.72,0,0,0,0,ekstaziAEC
continuum-surefireNotFound,5.01,0,0,0,0,baseTime
